id,Date,GE,KO,GOOGL,AAPL,MSFT,AMZN,NVDA,AVGO,COST,META,NFLX,PEP,TSLA,PG,CL,XOM,IBM
8549,04-07-2006,169.77,20.9,10.15,2.54,27.56,1.93,0.51,,56.59,,3.99,57.8,,57.28,28.78,61.33,78.78
8550,04-10-2006,169.23,20.68,10.41,2.49,27.25,1.85,0.5,,55.7,,4.04,58.09,,57.15,28.9,61.94,78.42
8551,04-11-2006,169.87,21.01,10.24,2.45,27.29,1.83,0.49,,54.43,,4.07,57.81,,56.49,28.53,62,77.52
8552,04-12-2006,171.92,20.63,10.22,2.43,27.13,1.8,0.51,,54.24,,4.1,57.88,,56.42,28.44,61.46,77.13
8553,04-13-2006,169.08,20.59,10.05,2.38,27.2,1.81,0.49,,54.47,,4.17,57.87,,56.6,28.3,61.56,78.3
8554,04-17-2006,166.08,20.65,10.17,2.37,27.07,1.83,0.49,,54.09,,4.17,57.39,,56.03,28.13,62.05,77.98
8555,04-18-2006,168.98,20.53,10.11,2.31,26.84,1.76,0.48,,53.89,,4.26,58.08,,56.16,28.37,63.54,79.57
8556,04-19-2006,169.08,20.74,10.26,2.37,27.22,1.81,0.49,,55.3,,4.44,58.08,,56.07,28.47,64.3,78.19
8557,04-20-2006,170.22,20.87,10.38,2.34,27.03,1.84,0.49,,54.79,,4.44,57.3,,56.26,28.47,63.92,78.34
8558,04-21-2006,169.48,21.01,10.93,2.42,27.03,1.82,0.47,,54.85,,4.4,57.2,,56.34,28.43,65,78
8559,04-24-2006,169.28,20.88,11.01,2.39,27.15,1.8,0.48,,53.97,,4.46,57.27,,56.6,28.67,64.41,78.43
8560,04-25-2006,169.48,20.78,10.68,2.35,27.11,1.79,0.48,,54.48,,4.53,57.5,,57.27,28.68,63.95,78.96
8561,04-26-2006,170.27,20.68,10.65,2.36,27.11,1.78,0.48,,54.54,,4.5,57.86,,58.01,29.48,63.1,79.61
8562,04-27-2006,171.77,20.82,10.5,2.43,27.1,1.79,0.49,,54.52,,4.47,58.08,,58.38,29.72,62.42,80.12
8563,04-28-2006,172.57,21.01,10.45,2.48,27.25,1.79,0.49,,54.36,,4.23,58.24,,58.21,29.56,63.08,78.65
8564,05-01-2006,171.57,21.05,9.97,2.51,24.15,1.76,0.52,,54.43,,4.23,58.17,,57.88,29.38,63.42,78.54
8565,05-02-2006,172.02,21.05,9.87,2.49,24.29,1.73,0.51,,54.12,,4.31,57.95,,58.11,29.69,64.67,78.72
8566,05-03-2006,171.62,21.08,9.85,2.56,24.01,1.72,0.52,,53.98,,4.24,58.45,,56.22,29.68,63.77,78.99
8567,05-04-2006,173.62,20.98,9.87,2.54,23.17,1.7,0.51,,53.96,,4.28,58.74,,55.86,29.9,63.31,78.73
8568,05-05-2006,175.41,21.14,9.86,2.54,23.44,1.72,0.52,,55.53,,4.33,59.18,,55.73,30.17,64,79.55
8569,05-08-2006,174.61,21.43,9.87,2.57,23.8,1.75,0.52,,56.7,,4.29,58.9,,56.34,30.41,63.71,79.17
8570,05-09-2006,174.61,21.69,10.22,2.57,23.73,1.73,0.5,,56.85,,4.39,58.71,,56.5,30.04,63.94,79.5
8571,05-10-2006,173.12,21.84,10.07,2.54,23.62,1.74,0.49,,56.61,,4.42,58.84,,56.34,29.75,63.88,79.18
8572,05-11-2006,172.17,21.77,9.68,2.52,23.77,1.71,0.47,,56.8,,4.25,58.35,,55.65,29.54,63.46,78.76
8573,05-12-2006,171.02,21.64,9.35,2.43,23.22,1.68,0.44,,56.06,,4.23,58.64,,55.01,29.62,62.24,78.7
8574,05-15-2006,172.42,21.6,9.4,2.42,23.17,1.64,0.45,,55.23,,4.06,59.71,,55.57,29.83,62,79.17
8575,05-16-2006,173.57,22.07,9.28,2.42,23.15,1.64,0.43,,55.55,,4.09,59.66,,56.04,30.3,61.96,78.48
8576,05-17-2006,171.72,21.88,9.36,2.32,23.01,1.64,0.42,,55.24,,4.01,59.65,,55.33,30.49,60.18,77.63
8577,05-18-2006,170.37,21.79,9.27,2.33,22.73,1.58,0.4,,54.01,,3.96,58.69,,54.89,30.05,59.89,77.04
8578,05-19-2006,170.42,21.87,9.25,2.26,22.83,1.63,0.41,,53.47,,3.98,58.6,,54.15,29.74,60.45,76.68
8579,05-22-2006,169.97,21.84,9.27,2.3,22.56,1.7,0.4,,54.2,,4,59.27,,54.28,30,60.78,76.43
8580,05-23-2006,169.67,21.87,9.39,2.26,22.88,1.74,0.4,,54.11,,3.99,59.73,,54.49,29.72,60.39,76.25
8581,05-24-2006,170.92,21.76,9.53,2.26,22.79,1.69,0.4,,53.64,,3.99,60.36,,54.82,29.9,60.1,76.2
8582,05-25-2006,171.72,22.04,9.57,2.26,23.5,1.76,0.4,,53.81,,4.11,60.56,,55.26,29.98,61.52,76.55
8583,05-26-2006,171.27,22.25,9.53,2.3,23.74,1.78,0.4,,54.4,,4.12,60.66,,55.13,30.37,61.58,77.13
8584,05-30-2006,169.87,22.11,9.3,2.27,23.72,1.8,0.38,,54.43,,3.93,60.42,,54.38,30.12,60.2,76.57
8585,05-31-2006,170.92,21.85,9.3,2.19,23.15,1.73,0.38,,53.56,,3.96,60.46,,54.25,30.17,60.91,76.32
8586,06-01-2006,172.37,21.99,9.57,2.13,22.65,1.73,0.4,,52.93,,4.07,61.1,,54.48,30.39,61.11,77.07
8587,06-02-2006,172.92,21.88,9.49,2.22,22.82,1.75,0.4,,54.23,,3.99,60.67,,53.95,30.11,61.65,75.95
8588,06-05-2006,170.72,21.9,9.36,2.2,22.76,1.74,0.38,,53.45,,3.9,59.75,,53.18,29.8,60.05,75.52
8589,06-06-2006,172.37,21.8,9.75,2.14,22.5,1.67,0.37,,52.57,,3.84,60.52,,53.37,30.11,60.4,76.18
8590,06-07-2006,171.62,21.81,9.66,2.13,22.13,1.67,0.36,,52.51,,3.77,60.3,,53.24,30.37,58.82,75.6
8591,06-08-2006,172.47,21.74,9.83,2.09,22.04,1.69,0.36,,52.29,,3.97,60.13,,54.74,30.54,59.57,73.58
8592,06-09-2006,169.97,21.9,9.66,2.17,22.11,1.68,0.36,,53.45,,3.93,59.93,,54.45,30.76,58.8,74.15
8593,06-12-2006,168.98,21.84,9.54,2.12,21.92,1.69,0.34,,53.04,,3.87,59.72,,54.31,30.66,58.24,73.57
8594,06-13-2006,168.28,21.59,9.66,2.04,21.71,1.68,0.33,,52.31,,3.93,58.99,,54.13,30.7,56.65,73.48
8595,06-14-2006,169.13,21.42,9.61,2.08,21.51,1.67,0.34,,52.63,,4,58.86,,54.83,30.18,57.8,74.23
8596,06-15-2006,170.17,21.48,9.78,2.06,21.88,1.68,0.37,,52.98,,3.96,59.08,,54.88,30.13,59.12,75.04
8597,06-16-2006,169.28,21.47,9.77,2.12,22.07,1.75,0.36,,53.87,,3.87,59.7,,55.02,30.35,58.8,74.46
8598,06-19-2006,168.23,21.61,9.7,2.06,22.1,1.75,0.35,,53.75,,4,59.31,,54.87,30.18,57.39,74.19
8599,06-20-2006,168.13,21.45,9.68,2.04,22.55,1.75,0.34,,53.55,,3.87,59.29,,55.58,30.09,57.39,74.49
8600,06-21-2006,167.98,21.34,10.05,2.05,22.56,1.77,0.35,,54.88,,3.88,59.61,,55.82,30.17,58.06,74.79
8601,06-22-2006,165.83,21.51,10,2.07,23.08,1.83,0.34,,55.76,,3.95,60.02,,55.85,30.15,57.97,73.73
8602,06-23-2006,165.43,21.37,10.12,2.13,22.88,1.82,0.34,,55.27,,3.91,59.49,,55.73,30.04,58.1,73.64
8603,06-26-2006,165.68,21.37,10.11,2.1,22.5,1.83,0.34,,55.5,,3.96,59.51,,55.99,30.11,58.82,73.69
8604,06-27-2006,164.04,21.35,10.06,2.11,22.82,1.84,0.32,,56.3,,3.84,59.11,,55.75,30.07,59.65,73.19
8605,06-28-2006,164.29,21.22,10.15,2.05,22.86,1.82,0.34,,55.65,,3.79,58.91,,55.77,29.67,61.12,73.13
8606,06-29-2006,165.98,21.28,10.45,2,23.16,1.84,0.36,,56.06,,3.88,59.5,,56.99,30.08,62.37,74.11
8607,06-30-2006,164.44,21.62,10.48,2.11,23.47,1.93,0.35,,57.16,,3.89,60.04,,55.6,29.95,61.35,73.38
8608,07-03-2006,166.28,21.6,10.58,2.05,23.3,1.93,0.36,,57.13,,3.89,60.27,,56.3,29.94,62.15,74.52
8609,07-05-2006,166.18,21.6,10.54,2.07,23.7,1.93,0.34,,57.58,,3.81,60.27,,55.93,29.89,62.55,74.28
8610,07-06-2006,167.13,21.59,10.58,2.04,23.35,1.86,0.33,,56.85,,3.8,60.36,,56.45,30.52,63.47,74.59
8611,07-07-2006,166.13,21.62,10.51,1.99,23.48,1.84,0.32,,55.85,,3.81,60.46,,56.5,30.44,62.84,72.99
8612,07-10-2006,166.88,21.65,10.46,1.98,23.3,1.81,0.31,,56.16,,3.78,60.95,,56.98,30.81,63.04,73.23
8613,07-11-2006,165.93,21.85,10.61,1.96,23.5,1.79,0.32,,56.31,,3.62,61.59,,57.25,30.82,63.98,73.04
8614,07-12-2006,164.94,21.92,10.43,1.99,23.1,1.78,0.3,,56.73,,3.51,61.1,,56.61,30.71,63.97,72.1
8615,07-13-2006,162.99,21.75,10.22,1.89,22.64,1.73,0.3,,55.88,,3.56,62.07,,56.54,30.8,64.07,70.91
8616,07-14-2006,160.2,21.5,10.09,1.87,22.26,1.69,0.29,,55.05,,3.46,61.8,,55.66,30.51,64.9,70.27
8617,07-17-2006,161.44,21.28,10.2,1.81,22.29,1.65,0.3,,53.52,,3.4,62.28,,55.82,30.44,64,70.4
8618,07-18-2006,161.94,21.68,10.08,1.87,22.48,1.68,0.31,,53.96,,3.34,63.21,,55.81,30.44,64.61,70.93
8619,07-19-2006,164.04,21.95,9.98,1.89,22.74,1.67,0.33,,52.88,,3.38,62.67,,56.64,31.14,64.66,72.66
8620,07-20-2006,162.04,21.91,9.68,1.93,23.4,1.72,0.32,,53.79,,3.34,62.48,,56.61,31.23,64.25,72.1
8621,07-21-2006,160.89,22.16,9.75,2.16,22.85,1.71,0.3,,53.35,,3.29,62.76,,56.07,31.04,63.93,71.5
8622,07-24-2006,162.74,21.94,9.77,2.17,23.87,1.66,0.33,,52.56,,3.39,63.35,,56.9,31.05,65.36,72.58
8623,07-25-2006,163.14,21.94,9.73,2.19,24,1.72,0.34,,53.36,,2.68,62.72,,56.88,30.33,65.74,72.49
8624,07-26-2006,163.04,22.05,9.64,2.21,24.22,1.68,0.34,,54,,2.72,63.63,,56.67,29.73,66.6,72.43
8625,07-27-2006,162.89,22.28,9.56,2.28,24.37,1.31,0.34,,53.33,,2.89,62.49,,56.44,29.46,66.47,72.74
8626,07-28-2006,164.74,22.25,9.7,2.26,23.88,1.33,0.38,,51.45,,2.98,63.13,,56.81,29.84,67,73.51
8627,07-31-2006,163.09,22.26,9.66,2.34,24.25,1.36,0.37,,51.87,,2.96,63.38,,56.2,29.66,67.74,73.94
8628,08-01-2006,162.44,22.25,9.39,2.43,24.06,1.34,0.35,,52.76,,2.93,63.17,,55.93,29.27,68.18,72.73
8629,08-02-2006,162.64,22.15,9.18,2.4,23.99,1.32,0.38,,52.25,,2.98,63.2,,58.29,29.5,68.48,72.9
8630,08-03-2006,163.29,22.1,9.38,2.43,24.3,1.3,0.41,,52.44,,2.91,62.84,,59.45,29.11,68.37,72.91
8631,08-04-2006,163.64,22.1,9.35,2.49,24.21,1.33,0.4,,51,,2.99,63.17,,59.45,29.22,68.69,72.51
8632,08-07-2006,163.09,21.93,9.45,2.44,24.29,1.36,0.4,,51.78,,2.95,63.16,,59.4,29.5,69.23,72.13
8633,08-08-2006,161.34,21.91,9.53,2.4,24.22,1.34,0.41,,51.47,,2.9,63.62,,59.72,29.46,69.27,71.95
8634,08-09-2006,161.04,21.98,9.42,2.31,24.34,1.32,0.41,,51.66,,2.88,62.84,,59.54,29.5,69.29,72.01
8635,08-10-2006,162.99,21.89,9.36,2.27,24.44,1.31,0.4,,50.2,,2.88,63.2,,60.26,29.9,69.34,72.34
8636,08-11-2006,162.14,21.86,9.21,2.29,24.46,1.32,0.39,,51.26,,2.84,63.33,,60.26,29.76,69.73,72.1
8637,08-14-2006,163.74,22,9.24,2.27,24.43,1.3,0.39,,50.75,,2.84,63.95,,59.76,29.83,69.25,73.24
8638,08-15-2006,165.63,22.12,9.52,2.28,24.53,1.33,0.43,,51.65,,2.85,63.59,,60.44,30.05,68.69,73.62
8639,08-16-2006,168.18,22.2,9.69,2.37,24.62,1.39,0.46,,51.82,,2.82,63.29,,60.42,29.89,67.57,75.54
8640,08-17-2006,169.23,22.08,9.65,2.43,24.7,1.4,0.45,,51.95,,2.86,62.66,,60.34,29.51,68.08,75.81
8641,08-18-2006,169.62,21.88,9.58,2.41,24.7,1.45,0.46,,51.85,,2.84,63.01,,60.39,29.5,69.1,76.32
8642,08-21-2006,169.43,22.18,9.43,2.43,25.79,1.46,0.44,,52.55,,2.79,63.3,,60.78,29.63,69.83,75.73
8643,08-22-2006,169.43,22.14,9.46,2.38,26.12,1.41,0.44,,51.43,,2.68,63.74,,61.05,29.45,70.21,75.41
8644,08-23-2006,168.58,22.17,9.34,2.42,25.62,1.42,0.44,,51.59,,2.67,64.07,,60.92,29.61,69.63,75.14
8645,08-24-2006,168.88,22.15,9.34,2.4,25.67,1.41,0.44,,50.5,,2.65,64.14,,61.05,29.58,70.72,75.82
8646,08-25-2006,168.83,22.23,9.33,2.42,25.74,1.4,0.44,,49.61,,2.67,64.18,,60.87,29.4,70.43,76.3
8647,08-28-2006,169.28,22.26,9.52,2.46,25.85,1.4,0.46,,48.59,,2.75,65,,60.98,29.45,70.1,76.72
8648,08-29-2006,170.57,22.34,9.47,2.39,25.95,1.45,0.48,,49.16,,2.77,65.81,,61.2,29.73,69.41,77.75
8649,08-30-2006,170.97,22.61,9.52,2.37,25.84,1.48,0.49,,49.25,,2.87,65.64,,61.75,29.83,68.3,77.58
8650,08-31-2006,169.92,22.56,9.46,2.39,25.8,1.53,0.49,,47.18,,2.86,65.28,,61.9,29.93,67.67,77.34
8651,09-01-2006,170.32,22.49,9.47,2.42,25.7,1.54,0.46,,46.79,,2.86,65.41,,61.91,30.33,68.1,77.76
8652,09-05-2006,169.48,22.51,9.61,2.44,25.84,1.59,0.48,,47.35,,2.89,65.2,,61.56,30.39,68.48,77.23
8653,09-06-2006,169.38,22.31,9.5,2.55,25.61,1.61,0.45,,48.21,,3,64.93,,61.44,30.67,67.18,76.68
8654,09-07-2006,169.82,22.33,9.46,2.5,25.61,1.54,0.46,,47.7,,2.9,64.22,,61.53,30.34,67.69,75.84
8655,09-08-2006,169.67,22.22,9.45,2.6,25.43,1.49,0.46,,47.19,,2.89,64.73,,61.14,30.38,66.81,77.04
8656,09-11-2006,171.77,22.15,9.6,2.59,25.6,1.53,0.47,,48.07,,2.95,64.72,,61.92,31.03,64.94,77.3
8657,09-12-2006,172.97,22.24,9.8,2.59,25.91,1.54,0.48,,48.63,,3.11,65.2,,61.85,31.15,64.7,78.59
8658,09-13-2006,173.82,22.39,10.16,2.59,25.93,1.59,0.49,,49.58,,3.18,64.64,,60.56,30.63,65.36,78.52
8659,09-14-2006,173.52,22.21,10.1,2.65,25.98,1.58,0.48,,49.54,,3.21,64.55,,60.77,30.89,64.71,78.77
8660,09-15-2006,173.87,22.35,10.25,2.65,26.33,1.58,0.49,,49.91,,3.25,65.03,,60.9,31.07,64.65,79.22
8661,09-18-2006,173.97,22.26,10.36,2.65,26.85,1.63,0.51,,49.82,,3.19,64.48,,60.5,30.96,66.3,78.55
8662,09-19-2006,173.87,22.19,10.1,2.64,26.79,1.6,0.5,,49.54,,3.14,64.77,,60.91,30.92,65.5,78.2
8663,09-20-2006,174.71,22.22,9.93,2.63,26.86,1.58,0.52,,50.86,,3.21,65.12,,61.63,30.93,64.11,79.68
8664,09-21-2006,171.82,22.23,10.17,2.69,27.18,1.61,0.51,,51.87,,3.28,64.61,,61.74,30.88,64.78,77.95
8665,09-22-2006,171.62,22.05,10.09,2.67,26.9,1.51,0.5,,50.26,,3.29,64.28,,61.81,30.8,64.91,77.57
8666,09-25-2006,174.07,22.09,10.1,2.61,26.66,1.54,0.51,,49.89,,3.3,65.07,,62.29,31.11,65.06,78.32
8667,09-26-2006,176.81,22.24,10.17,2.71,26.95,1.59,0.5,,51.25,,3.28,65.43,,62.48,31.18,66.43,78.8
8668,09-27-2006,176.31,22.28,10.07,2.77,27.2,1.63,0.5,,51.62,,3.31,65.91,,62.73,31.02,67.13,78.41
8669,09-28-2006,177.01,22.41,10.09,2.73,27.44,1.62,0.49,,50.62,,3.3,65.3,,62.26,31.29,67.46,78.31
8670,09-29-2006,176.11,22.4,10.05,2.75,27.4,1.59,0.49,,50.07,,3.25,65.26,,61.98,31.05,67.1,78.27
8671,10-02-2006,177.11,22.45,10.04,2.75,27.35,1.61,0.48,,49.68,,3.26,64.33,,62.04,31.21,67,78.2
8672,10-03-2006,178.16,22.25,10.1,2.67,27.36,1.54,0.47,,48.75,,3.29,64.66,,62.3,31.03,65.41,77.99
8673,10-04-2006,180.1,21.9,10.39,2.65,27.37,1.59,0.52,,49.26,,3.31,64.91,,63.34,31.2,66.61,79.37
8674,10-05-2006,181.05,22.36,10.3,2.69,27.94,1.64,0.5,,50.32,,3.41,64.78,,63.52,31.45,67.32,79.2
8675,10-06-2006,180.3,22.41,10.51,2.67,27.92,1.67,0.52,,50.36,,3.44,64.42,,63.09,31.33,67.52,79.41
8676,10-09-2006,180.4,22.28,10.73,2.65,27.87,1.63,0.55,,49.48,,3.43,63.72,,62.85,31.31,66.55,80.23
8677,10-10-2006,181.1,22.24,10.67,2.67,27.72,1.67,0.54,,49.81,,3.37,63.41,,62.72,31.13,67.2,80.42
8678,10-11-2006,180.45,22,10.66,2.64,27.69,1.63,0.54,,49.76,,3.34,63.86,,62.48,31.02,66.53,80.42
8679,10-12-2006,180.7,22.1,10.69,2.62,27.54,1.65,0.54,,50.07,,3.34,62.85,,62.41,30.74,67.65,80.9
8680,10-13-2006,179.5,22.06,10.68,2.69,28.22,1.68,0.56,,53.9,,3.31,62.45,,62.13,30.4,68.4,82.22
8681,10-16-2006,177.41,22.08,10.54,2.68,28.37,1.67,0.56,,53.2,,3.32,62.68,,62.05,30.05,69.83,82.82
8682,10-17-2006,177.41,22.05,10.52,2.69,28.45,1.63,0.54,,52.98,,3.25,62.37,,62.25,29.9,69.41,83.05
8683,10-18-2006,177.41,21.96,10.48,2.65,28.44,1.62,0.53,,52.47,,3.2,63.19,,62.59,30.21,69.17,85.79
8684,10-19-2006,176.01,22.35,10.65,2.66,28.52,1.62,0.54,,52.14,,3.16,62.82,,62.5,30.12,69.73,85.83
8685,10-20-2006,176.96,22.61,11.49,2.82,28.29,1.63,0.53,,51.66,,3.18,62.81,,62.68,30.37,69.55,86.42
8686,10-23-2006,177.26,23.38,12.02,2.86,28.43,1.63,0.53,,51.69,,3.3,63.18,,63.28,30.16,69.92,87.45
8687,10-24-2006,176.71,23.53,11.83,2.91,28.45,1.64,0.54,,52.69,,3.91,63.2,,62.88,30.24,69.89,87.39
8688,10-25-2006,177.66,23.58,12.17,2.89,28.28,1.68,0.55,,52.49,,3.96,63.64,,63.13,31.09,71.01,87.71
8689,10-26-2006,177.56,23.58,12.13,2.92,28.31,1.88,0.56,,52.57,,3.96,63.82,,63.5,31.39,71.62,87.44
8690,10-27-2006,175.66,23.48,11.88,2.94,28.35,1.92,0.54,,53.49,,3.94,63.54,,63.56,31.66,71.46,86.69
8691,10-30-2006,175.61,23.49,11.91,2.87,28.34,1.91,0.55,,53.01,,3.99,63.53,,63.81,31.9,70.84,87.4
8692,10-31-2006,175.16,23.41,11.91,2.87,28.53,1.91,0.58,,53.1,,3.95,63.44,,63.39,31.99,71.42,88.19
8693,11-01-2006,174.12,23.37,11.69,2.9,28.71,1.9,0.54,,53.38,,3.94,63.35,,63.04,32.01,71.06,87.68
8694,11-02-2006,173.17,23.26,11.75,2.83,28.81,1.88,0.53,,52.91,,3.81,63.21,,63.27,31.78,71.19,87.57
8695,11-03-2006,173.47,23.4,11.79,2.82,28.77,1.87,0.54,,53,,3.81,63.24,,63.4,31.84,72.15,87.31
8696,11-06-2006,175.96,23.35,11.92,2.8,28.73,1.87,0.56,,51.82,,3.89,63.28,,63.56,32.03,72.91,88.45
8697,11-07-2006,177.31,23.34,11.81,2.85,28.84,1.91,0.57,,52.41,,3.95,63.4,,64.11,32.5,72.53,88.59
8698,11-08-2006,177.51,23.33,11.88,2.88,28.95,1.94,0.58,,52.58,,4.13,63.53,,64.04,32.5,74.13,88.44
8699,11-09-2006,176.06,23.35,11.82,2.94,28.98,1.97,0.59,,52.47,,4.13,62.69,,63.8,32.53,74.61,88.28
8700,11-10-2006,175.46,23.33,11.84,2.98,29.26,1.94,0.57,,51.74,,4.2,62.55,,63.7,32.62,74.42,87.65
8701,11-13-2006,176.41,23.21,12.03,2.97,29.24,1.96,0.6,,52.9,,4.21,61.41,,63.25,32.44,74.43,87.94
8702,11-14-2006,177.56,23.28,12.23,3.01,29.35,2,0.61,,52.13,,4.16,61.94,,63.2,32.37,74.45,89.11
8703,11-15-2006,178.56,23.24,12.34,3.04,29.23,2.08,0.6,,52.43,,4.25,61.24,,63.12,32.16,74.8,88.94
8704,11-16-2006,179.4,23.4,12.39,3.03,29.12,2.13,0.6,,53.01,,4.18,61.8,,63.52,32.83,72.67,89.28
8705,11-17-2006,180.85,23.57,12.47,3.06,29.45,2.14,0.61,,53.42,,4.13,62.28,,63.86,33.01,73.08,89.6
8706,11-20-2006,179.5,23.56,12.38,3.07,29.4,2.13,0.61,,53.4,,4.15,62.5,,63.69,32.99,72.43,89.07
8707,11-21-2006,178.61,23.56,12.74,3.09,29.89,2.12,0.6,,53.79,,4.18,62.56,,63.26,33.42,73.39,88.91
8708,11-22-2006,179.55,23.5,12.7,3.16,29.92,2.13,0.61,,53.72,,4.23,62.54,,63.64,33.37,72.91,89.33
8709,11-24-2006,178.06,23.45,12.63,3.23,29.92,2.15,0.62,,53.76,,4.19,62.34,,63.53,32.99,72.38,89.16
8710,11-27-2006,176.86,23.43,12.12,3.27,29.76,2.12,0.59,,53.51,,4.14,61.5,,62.84,32.51,72.47,87.35
8711,11-28-2006,175.61,23.19,12.24,3.2,29.48,2.04,0.6,,53.39,,4.12,61.82,,63.07,32.54,74.16,87.25
8712,11-29-2006,176.36,23.3,12.12,3.28,29.39,2.05,0.61,,52.9,,4.17,62.47,,63.21,32.57,76.03,87.42
8713,11-30-2006,176.01,23.23,12.12,3.28,29.57,2.03,0.62,,53.3,,4.18,61.97,,62.79,32.53,76.81,87.8
8714,12-01-2006,176.01,23.33,12.02,3.27,29.36,2.02,0.59,,52.3,,4.21,61.96,,62.69,32.68,77.2,87.16
8715,12-04-2006,176.56,23.37,12.12,3.26,29.12,1.97,0.62,,52.2,,4.13,62.88,,63.42,33.12,77.77,89.32
8716,12-05-2006,175.96,23.5,12.18,3.25,29.33,1.96,0.61,,53.39,,4.14,64.17,,63.51,32.79,78.06,90.24
8717,12-06-2006,175.16,24.03,12.22,3.26,29.13,1.95,0.61,,54.4,,4.07,63.71,,63.8,32.93,76.31,89.9
8718,12-07-2006,175.41,24.29,12.07,3.21,28.99,1.95,0.59,,54.43,,3.96,63.42,,63.8,32.82,75.71,90.01
8719,12-08-2006,175.96,24.39,12.1,3.11,28.85,1.91,0.59,,53.68,,3.95,63.27,,63.89,32.8,75.5,89.65
8720,12-11-2006,175.71,24.43,12.1,3.15,29.4,1.92,0.6,,53.69,,4.07,62.76,,63.87,32.95,75.36,89.44
8721,12-12-2006,177.81,24.38,12.04,3.17,29.54,1.93,0.6,,54.06,,4.05,62.85,,63.7,32.85,76.25,89.9
8722,12-13-2006,177.11,24.57,11.97,3.08,29.43,1.92,0.6,,53.24,,4.06,62.76,,63.4,32.78,77.36,90.52
8723,12-14-2006,180.65,24.45,12.05,3.18,29.55,1.93,0.61,,53.14,,3.97,62.5,,63.35,32.85,78.73,91.08
8724,12-15-2006,186.39,24.5,12.01,3.16,30.07,1.95,0.63,,54.11,,3.94,62.87,,64.11,32.67,77.3,91.03
8725,12-18-2006,189.58,24.43,11.57,3.13,30.19,2,0.64,,53.73,,3.81,63.07,,64.16,32.6,75.51,91.16
8726,12-19-2006,189.63,24.34,11.72,3.05,29.89,1.96,0.65,,53.81,,3.87,63.28,,64.39,32.55,76.99,91.7
8727,12-20-2006,190.33,24.37,11.57,3.08,29.99,1.97,0.64,,53.28,,3.91,63.3,,64.47,32.59,76.08,91.7
8728,12-21-2006,188.43,24.38,11.41,3.03,30.09,2,0.63,,52.93,,3.83,63.39,,64.05,32.35,75.87,91.61
8729,12-22-2006,187.44,24.37,11.39,2.96,29.98,1.99,0.62,,52.33,,3.74,63.1,,63.8,32.3,75.41,90.98
8730,12-26-2006,188.13,24.21,11.44,2.94,29.64,2.01,0.62,,52.2,,3.83,62.84,,64.19,32.5,76.05,91.37
8731,12-27-2006,188.53,24.35,11.7,2.91,29.99,1.99,0.63,,52.69,,3.78,62.89,,64.42,32.52,76.96,92.84
8732,12-28-2006,186.99,24.33,11.56,2.91,30.02,2.01,0.62,,53.4,,3.73,63.25,,64.48,32.85,77.33,92.62
8733,12-29-2006,185.64,24.22,11.51,2.89,29.98,2.01,0.62,,53.1,,3.69,62.55,,64.27,32.62,76.63,92.79
8734,01-03-2007,189.43,24.18,11.69,3.03,29.86,1.97,0.6,,52.87,,3.8,62.72,,64.54,32.84,74.11,92.91
8735,01-04-2007,188.33,24.21,12.08,2.99,29.86,1.94,0.6,,52.84,,3.62,63.15,,64.05,32.88,72.72,93.9
8736,01-05-2007,187.39,24.25,12.18,3.06,29.81,1.95,0.56,,54.07,,3.54,62.95,,63.5,32.73,73.24,93.05
8737,01-08-2007,187.34,24.01,12.09,3.04,29.64,1.92,0.57,,53.41,,3.4,63.09,,63.64,32.85,72.65,94.47
8738,01-09-2007,187.34,24.27,12.14,3.05,29.93,1.88,0.55,,53.63,,3.43,63.35,,63.48,32.84,72.09,95.58
8739,01-10-2007,187.39,24.25,12.24,3.31,29.96,1.89,0.58,,54.03,,3.44,64.15,,64.24,33.02,70.99,94.46
8740,01-11-2007,189.18,24.38,12.49,3.46,29.66,1.86,0.58,,54.41,,3.46,64.95,,64.64,33.15,70.98,94.23
8741,01-12-2007,189.03,24.3,12.63,3.42,30.7,1.87,0.59,,55.32,,3.24,64.7,,65,33.42,72.66,94.89
8742,01-16-2007,190.13,24.24,12.61,3.38,31.21,1.91,0.59,,55.95,,3.25,64.85,,65,33.43,71.63,96.3
8743,01-17-2007,189.48,24.27,12.43,3.47,31.16,1.93,0.58,,56.24,,3.26,65,,65.36,33.28,72.46,95.54
8744,01-18-2007,189.58,24.24,12.2,3.39,31.1,1.89,0.53,,56.68,,3.18,64.92,,65.54,33.24,71.96,94.99
8745,01-19-2007,184.34,24.21,12.24,3.18,31,1.85,0.53,,56.9,,3.22,64.82,,66.09,33.42,73.53,91.86
8746,01-22-2007,183.34,24.06,12.02,3.16,31.11,1.85,0.53,,56.77,,3.13,64.81,,65.72,33.26,72.9,92.76
8747,01-23-2007,182.35,24.08,11.98,3.1,30.72,1.85,0.53,,56.34,,3.11,64.84,,65.64,33.16,74.49,92.73
8748,01-24-2007,182.8,24.1,12.48,3.06,30.74,1.82,0.55,,56.44,,3.25,65.2,,65.51,33.24,74.9,93.03
8749,01-25-2007,181.3,24.04,12.2,3.1,31.09,1.86,0.53,,57.06,,3.32,64.42,,64.92,33,73.52,93.14
8750,01-26-2007,179.95,24,12.4,3.08,30.45,1.85,0.52,,55.73,,3.31,64.45,,64.86,33.09,73.61,93.08
